SoilPh,RelativeHumidity,SoilTemperature,Risk
5.6,85,51,No Risk
4.4,96,48,No Risk
7,70,44,No Risk
4.7,58,54,No Risk
7.4,84,49,No Risk
7.8,79,12,No Risk
4.3,82,9,No Risk
6.8,71,51,No Risk
5.6,82,6,No Risk
7.7,60,45,No Risk
7,77,49,No Risk
5.6,70,53,No Risk
7.4,91,0,No Risk
7,77,34,No Risk
5.6,71,34,No Risk
4.9,50,65,No Risk
5.1,85,21,No Risk
6.8,44,51,No Risk
4.5,46,3,No Risk
6.2,91,31,No Risk
7.1,72,55,No Risk
7.6,42,12,No Risk
5.3,96,58,No Risk
7.2,74,20,No Risk
7.3,47,43,No Risk
5.5,74,36,No Risk
7.6,60,57,No Risk
6.2,43,51,No Risk
5.5,67,42,No Risk
6.3,47,13,No Risk
7,86,31,No Risk
6.2,82,29,No Risk
4.4,48,23,No Risk
4.2,48,28,No Risk
5.8,72,27,No Risk
6.4,61,43,No Risk
4.7,41,63,No Risk
5.5,56,28,No Risk
5.5,41,42,No Risk
7.7,66,46,No Risk
4.5,57,29,No Risk
5.8,63,43,No Risk
6,81,41,No Risk
6.7,92,31,No Risk
7.2,88,17,No Risk
6.1,89,23,No Risk
6.8,71,54,No Risk
7.6,71,33,No Risk
7,66,19,No Risk
4.8,85,47,No Risk
4,77,5,No Risk
5.3,54,41,No Risk
5.5,50,22,No Risk
4.2,61,3,No Risk
5.2,56,15,No Risk
6.4,94,8,No Risk
5.7,50,26,No Risk
5.1,94,51,No Risk
6.3,80,29,No Risk
4.5,96,27,No Risk
7.8,76,58,No Risk
7.1,62,40,No Risk
4.5,51,3,No Risk
7.7,55,29,No Risk
5.1,59,28,No Risk
4.1,74,63,No Risk
7.2,66,45,No Risk
4.4,81,41,No Risk
7.4,73,5,No Risk
5.9,75,26,No Risk
6.6,64,18,No Risk
6.5,53,7,No Risk
5,47,16,No Risk
7.9,74,11,No Risk
7.5,67,2,No Risk
4.3,49,35,No Risk
5.4,55,44,No Risk
4.5,43,29,No Risk
5.8,87,4,No Risk
6.2,51,45,No Risk
6.4,47,23,No Risk
7.8,80,4,No Risk
7,45,2,No Risk
6.6,97,3,No Risk
6.7,47,63,No Risk
4.9,72,11,No Risk
5.5,87,2,No Risk
7.1,48,30,No Risk
4.9,66,39,No Risk
6.8,90,30,No Risk
4.7,53,59,No Risk
7.3,88,32,No Risk
5.2,83,34,No Risk
6.3,79,18,No Risk
5.8,75,18,No Risk
6.2,63,10,No Risk
6.3,56,19,No Risk
6.5,98,21,No Risk
5.9,44,44,No Risk
7,40,59,No Risk
6.8,56,2,No Risk
6.5,62,38,No Risk
7.8,74,62,No Risk
5.3,91,28,No Risk
5.6,64,61,No Risk
5.5,97,26,No Risk
7.6,77,11,No Risk
4.4,78,65,No Risk
5.8,68,41,No Risk
6.2,69,37,No Risk
4.3,66,54,No Risk
6.9,47,62,No Risk
6.9,89,25,No Risk
4.8,76,36,No Risk
5,90,52,No Risk
4.6,85,58,No Risk
4.5,95,64,No Risk
5.4,49,18,No Risk
5.3,75,20,No Risk
6.4,52,21,No Risk
4.7,88,39,No Risk
6.1,76,44,No Risk
4.4,69,55,No Risk
4.6,98,16,No Risk
7.2,62,14,No Risk
7.3,61,22,No Risk
6,60,1,No Risk
5.8,50,47,No Risk
7.3,61,38,No Risk
4.8,92,14,No Risk
5.5,79,36,No Risk
7.8,64,37,No Risk
7.5,89,16,No Risk
5.5,58,1,No Risk
6.7,85,31,No Risk
5.2,76,33,No Risk
5.2,50,24,No Risk
4.2,66,11,No Risk
4.4,84,43,No Risk
4.8,73,28,No Risk
4.7,60,15,No Risk
4.5,55,56,No Risk
4.5,87,26,No Risk
6.8,47,10,No Risk
4.4,80,6,No Risk
5.9,41,52,No Risk
7.5,52,14,No Risk
5,98,34,No Risk
7.5,86,43,No Risk
5.6,76,32,No Risk
5.3,40,25,No Risk
5.9,76,60,No Risk
6.3,43,45,No Risk
6.5,57,31,No Risk
6.3,85,57,No Risk
7.5,68,62,No Risk
6.4,94,63,No Risk
6.8,62,41,No Risk
4.8,88,4,No Risk
6.6,60,36,No Risk
4.3,49,22,No Risk
6.8,95,29,No Risk
6.2,71,4,No Risk
6.7,58,48,No Risk
5.7,55,40,No Risk
7.1,43,50,No Risk
4.4,47,44,No Risk
7.3,91,7,No Risk
5.3,94,4,No Risk
7.2,68,52,No Risk
7.4,42,41,No Risk
7.4,50,29,No Risk
6,83,11,No Risk
5,98,51,No Risk
4.7,50,60,No Risk
6.9,95,3,No Risk
5.2,94,60,No Risk
4.3,91,45,No Risk
4,94,40,No Risk
7.4,55,62,No Risk
5.3,80,6,No Risk
5.1,72,37,No Risk
4.1,96,14,No Risk
7.1,95,28,No Risk
7.7,56,31,No Risk
4.9,95,30,No Risk
4.3,62,61,No Risk
4.5,69,55,No Risk
4,85,41,No Risk
5.9,96,60,No Risk
7.2,88,65,No Risk
7.1,78,38,No Risk
4.3,93,16,No Risk
4.5,74,51,No Risk
6.4,45,32,No Risk
7.5,67,19,No Risk
5.7,63,55,No Risk
6.3,71,58,No Risk
5.5,86,13,No Risk
4.6,41,15,No Risk
4.4,96,23,No Risk
5.1,98,4,No Risk
6.4,86,21,No Risk
6.9,55,4,No Risk
5.1,92,12,No Risk
5.9,49,23,No Risk
7.7,97,47,No Risk
4.6,65,15,No Risk
6.5,87,57,No Risk
7.6,82,60,No Risk
7,45,50,No Risk
7.8,68,31,No Risk
5.1,84,64,No Risk
6.9,60,58,No Risk
6,96,28,No Risk
5.4,42,34,No Risk
7.7,89,29,No Risk
8,49,52,No Risk
5.3,97,55,No Risk
6.6,53,38,No Risk
6.5,43,50,No Risk
4.5,60,1,No Risk
7.6,40,20,No Risk
6.3,88,39,No Risk
7.3,75,32,No Risk
6.6,68,44,No Risk
6.9,47,37,No Risk
5,70,4,No Risk
6.1,74,0,No Risk
7.2,58,19,No Risk
7.8,93,24,No Risk
4.7,80,55,No Risk
7.9,62,50,No Risk
7.6,78,27,No Risk
4.5,73,43,No Risk
6.4,42,59,No Risk
5.1,49,22,No Risk
6.4,63,47,No Risk
4.9,43,40,No Risk
7.6,50,57,No Risk
4.7,62,36,No Risk
4.2,53,62,No Risk
4.3,59,57,No Risk
6.4,65,55,No Risk
5.9,83,40,No Risk
6.9,95,37,No Risk
4.8,64,50,No Risk
8,54,49,No Risk
7.6,48,6,No Risk
6,91,37,No Risk
7.9,80,28,No Risk
4.7,50,3,No Risk
7.4,85,28,No Risk
7.6,44,59,No Risk
5.5,41,34,No Risk
5.5,64,21,No Risk
6,66,60,No Risk
5.5,72,1,No Risk
6.8,61,54,No Risk
5.7,62,57,No Risk
5,55,63,No Risk
7.1,71,63,No Risk
4.1,71,48,No Risk
4.3,54,58,No Risk
5.7,70,39,No Risk
6.6,68,0,No Risk
5,49,10,No Risk
7.5,44,8,No Risk
5.1,45,17,No Risk
5.5,68,52,No Risk
6.6,77,18,No Risk
4.8,51,65,No Risk
4.8,62,12,No Risk
6.5,57,33,No Risk
4.7,53,48,No Risk
4.3,45,45,No Risk
7,44,11,No Risk
5.3,41,46,No Risk
7.6,84,34,No Risk
6.2,94,4,No Risk
5.3,51,35,No Risk
5.4,72,27,No Risk
7.1,56,24,No Risk
5.4,49,29,No Risk
4.6,98,9,No Risk
5.6,60,49,No Risk
4.4,87,3,No Risk
4.3,88,13,No Risk
4.9,59,3,No Risk
5.5,98,10,No Risk
7.5,41,40,No Risk
6.8,85,40,No Risk
7.8,84,39,No Risk
6.6,41,55,No Risk
6.4,43,54,No Risk
7.6,84,46,No Risk
6.4,54,26,No Risk
7.6,76,6,No Risk
4.4,67,58,No Risk
7.9,72,59,No Risk
7.9,67,22,No Risk
5.1,54,61,No Risk
4.6,58,34,No Risk
6.6,93,55,No Risk
5.9,91,29,No Risk
7,84,47,No Risk
4.4,82,51,No Risk
5.4,74,41,No Risk
5,63,13,No Risk
6.2,58,43,No Risk
4,47,10,No Risk
4.9,82,50,No Risk
4.6,53,40,No Risk
6.6,50,31,No Risk
7.5,82,53,No Risk
5.2,47,58,No Risk
5,59,6,No Risk
4.8,91,11,No Risk
7.4,48,47,No Risk
5.9,55,45,No Risk
6.7,51,38,No Risk
4.6,95,22,No Risk
4.3,58,46,No Risk
6.6,79,58,No Risk
7.6,86,60,No Risk
5.8,59,56,No Risk
5,50,24,No Risk
4.4,42,34,No Risk
5.1,59,1,No Risk
5.3,92,62,No Risk
4.5,65,3,No Risk
5,93,16,No Risk
5.4,96,38,No Risk
5,87,47,No Risk
7.1,64,4,No Risk
6.2,60,59,No Risk
6.7,84,9,No Risk
4.5,86,11,No Risk
5.7,91,10,No Risk
4.5,69,25,No Risk
6.6,78,9,No Risk
5.7,56,7,No Risk
7.1,41,12,No Risk
5.9,96,62,No Risk
6.1,71,20,No Risk
5.2,96,23,No Risk
5.6,61,42,No Risk
4.9,77,28,No Risk
6.2,95,26,No Risk
7.4,64,4,No Risk
7.6,67,3,No Risk
5.8,49,50,No Risk
4.4,62,22,No Risk
6.1,97,5,No Risk
4.6,96,52,No Risk
4,79,3,No Risk
5.1,92,30,No Risk
7,73,42,No Risk
5.7,87,4,No Risk
4.8,58,41,No Risk
6.4,55,27,No Risk
5.2,50,52,No Risk
5.3,91,44,No Risk
4.1,80,15,No Risk
4.4,41,4,No Risk
4.6,87,17,No Risk
7.5,45,48,No Risk
6.6,82,51,No Risk
4.5,68,24,No Risk
5.8,65,7,No Risk
6.2,78,42,No Risk
6.6,89,29,No Risk
4.1,68,4,No Risk
4.5,81,1,No Risk
6.6,92,53,No Risk
7.2,60,46,No Risk
5.7,53,57,No Risk
6.8,73,36,No Risk
6.3,99,56,No Risk
7.7,42,6,No Risk
4.1,55,5,No Risk
6.7,82,59,No Risk
7.2,43,30,No Risk
8,57,51,No Risk
4.7,49,42,No Risk
6.3,63,65,No Risk
4.2,54,42,No Risk
5,47,31,No Risk
4.1,99,58,No Risk
7.9,45,38,No Risk
7.4,81,21,No Risk
4.3,59,64,No Risk
6.1,98,4,No Risk
7.2,43,46,No Risk
5.7,69,39,No Risk
5.3,49,30,No Risk
5.2,55,24,No Risk
7.1,54,17,No Risk
5.6,65,0,No Risk
4.1,75,49,No Risk
5.1,94,25,No Risk
6.4,55,48,No Risk
6,77,12,No Risk
4.4,52,37,No Risk
7.6,61,12,No Risk
5.4,94,52,No Risk
7.9,40,60,No Risk
5.3,98,37,No Risk
6,89,49,No Risk
4.8,62,64,No Risk
5.3,64,24,No Risk
4.9,61,43,No Risk
5,90,61,No Risk
7.5,57,29,No Risk
6.3,88,41,No Risk
7.7,95,54,No Risk
4.4,69,21,No Risk
4.4,61,29,No Risk
6.7,58,34,No Risk
5.6,78,50,No Risk
6.2,54,19,No Risk
4.4,61,10,No Risk
5.6,51,57,No Risk
6.3,85,52,No Risk
4.6,63,2,No Risk
7.8,51,18,No Risk
5.4,63,11,No Risk
5.7,48,52,No Risk
6.9,76,12,No Risk
4.5,53,3,No Risk
6.3,55,50,No Risk
4.1,68,4,No Risk
4.3,93,13,No Risk
4.1,77,27,No Risk
6.6,58,35,No Risk
7.5,69,40,No Risk
7.8,50,3,No Risk
6.9,88,57,No Risk
7,77,28,No Risk
6.1,93,15,No Risk
4.5,63,26,No Risk
7.1,78,18,No Risk
4.2,46,42,No Risk
6.7,71,5,No Risk
7.8,72,50,No Risk
6,80,6,No Risk
6.6,96,3,No Risk
4.9,42,5,No Risk
6.2,87,42,No Risk
6.8,84,36,No Risk
7.8,45,16,No Risk
4.8,94,57,No Risk
7.1,89,32,No Risk
4.9,65,38,No Risk
4.1,49,50,No Risk
5.7,53,37,No Risk
6.1,83,11,No Risk
7.2,98,56,No Risk
5.6,68,50,No Risk
7.2,57,42,No Risk
4.2,90,27,No Risk
5.3,58,29,No Risk
6.1,60,12,No Risk
4.5,48,65,No Risk
7,68,32,No Risk
5.5,52,32,No Risk
4.8,48,10,No Risk
5.3,63,15,No Risk
5.6,83,17,No Risk
6.6,46,43,No Risk
6.2,84,42,No Risk
6.2,46,2,No Risk
6.2,91,22,No Risk
5.2,53,61,No Risk
5.2,49,11,No Risk
6.3,71,45,No Risk
6.3,93,18,No Risk
4.1,77,12,No Risk
5.7,95,48,No Risk
4.3,62,47,No Risk
4.8,62,53,No Risk
4.6,77,37,No Risk
7.6,88,57,No Risk
5.5,47,18,No Risk
5.9,75,9,No Risk
4.5,48,57,No Risk
7.8,42,22,No Risk
6.3,64,58,No Risk
5.8,81,9,No Risk
5.5,62,1,No Risk
6.4,55,2,No Risk
4.7,84,19,No Risk
5.5,56,41,No Risk
7.7,85,2,No Risk
6.9,96,59,No Risk
5.1,66,14,No Risk
4.3,57,13,No Risk
5.5,65,53,No Risk
5.8,62,28,No Risk
5.5,76,50,No Risk
5.9,54,51,No Risk
5.1,65,56,No Risk
6,42,44,No Risk
4.8,57,16,No Risk
5.6,51,48,No Risk
7.9,46,62,No Risk
5,81,18,No Risk
6.5,70,47,No Risk
4.7,51,14,No Risk
6.9,76,14,No Risk
4.5,57,57,No Risk
7.9,65,53,No Risk
7.4,84,39,No Risk
6.8,72,54,No Risk
7.1,83,10,No Risk
7.5,72,50,No Risk
6.5,59,35,No Risk
6,60,64,No Risk
4.4,75,21,No Risk
4.1,89,15,No Risk
6,84,3,No Risk
7.9,46,63,No Risk
6.8,79,34,No Risk
4.8,54,25,No Risk
5.6,76,25,No Risk
4.6,68,59,No Risk
4.5,44,57,No Risk
6.8,66,18,No Risk
8.5,39,7,Low Risk
8.1,32,1,Low Risk
8.7,36,3,Low Risk
8.3,37,1,Low Risk
8.3,34,9,Low Risk
8.6,38,6,Low Risk
8.3,37,10,Low Risk
8.5,31,4,Low Risk
8.7,37,10,Low Risk
8.8,32,5,Low Risk
8.5,36,8,Low Risk
8,37,2,Low Risk
8.8,33,3,Low Risk
8.3,33,9,Low Risk
8.6,31,10,Low Risk
8.2,36,5,Low Risk
8.4,38,1,Low Risk
8.3,30,7,Low Risk
8.5,35,8,Low Risk
8.5,33,10,Low Risk
8.2,37,7,Low Risk
8.1,37,2,Low Risk
8.6,34,4,Low Risk
8.3,33,1,Low Risk
8.4,32,0,Low Risk
8.5,31,1,Low Risk
8.6,33,3,Low Risk
8.1,37,8,Low Risk
8.7,33,6,Low Risk
8.8,37,0,Low Risk
8.3,32,4,Low Risk
8.7,32,7,Low Risk
8.1,35,6,Low Risk
8.1,32,7,Low Risk
8,37,10,Low Risk
8.8,37,10,Low Risk
8.2,35,7,Low Risk
8.5,31,0,Low Risk
8.3,35,4,Low Risk
8.3,32,6,Low Risk
8.5,31,2,Low Risk
8.6,38,2,Low Risk
8.2,34,7,Low Risk
8.4,35,6,Low Risk
8.1,30,3,Low Risk
8.6,31,2,Low Risk
8.3,32,2,Low Risk
8.6,35,6,Low Risk
8.2,37,2,Low Risk
8.5,35,8,Low Risk
8.2,30,9,Low Risk
8.6,34,4,Low Risk
8,33,7,Low Risk
8.2,38,7,Low Risk
8.3,35,7,Low Risk
8,36,6,Low Risk
8.1,32,3,Low Risk
8.8,31,4,Low Risk
8.4,37,6,Low Risk
8.2,32,3,Low Risk
8.4,34,6,Low Risk
8.1,39,4,Low Risk
8.6,37,4,Low Risk
8.5,31,7,Low Risk
8.1,36,7,Low Risk
8.2,32,9,Low Risk
8.2,38,8,Low Risk
8.1,32,6,Low Risk
8.4,37,9,Low Risk
8.1,34,4,Low Risk
8.1,38,5,Low Risk
8.2,38,8,Low Risk
8.8,35,6,Low Risk
8.2,31,2,Low Risk
8.7,32,7,Low Risk
8.7,38,5,Low Risk
8.1,38,5,Low Risk
8.6,37,6,Low Risk
8.5,35,6,Low Risk
8.7,30,2,Low Risk
8.6,33,7,Low Risk
8.7,36,8,Low Risk
8.2,35,9,Low Risk
8.2,37,8,Low Risk
8,38,0,Low Risk
8.2,33,8,Low Risk
8.1,36,2,Low Risk
8.2,38,4,Low Risk
8.4,33,2,Low Risk
8,31,1,Low Risk
8.7,38,0,Low Risk
8.6,31,6,Low Risk
8.4,36,8,Low Risk
8.5,36,5,Low Risk
8,39,5,Low Risk
8.4,30,0,Low Risk
8.1,35,6,Low Risk
8.4,39,1,Low Risk
8.6,39,8,Low Risk
8.5,30,7,Low Risk
8.2,33,8,Low Risk
8.4,32,2,Low Risk
8.5,36,5,Low Risk
8.1,37,9,Low Risk
8.5,32,3,Low Risk
8.7,32,2,Low Risk
8.3,31,7,Low Risk
8.3,38,2,Low Risk
8.5,33,4,Low Risk
8.4,38,5,Low Risk
8.2,38,1,Low Risk
8.6,32,4,Low Risk
8,34,4,Low Risk
8.4,31,9,Low Risk
8.4,33,7,Low Risk
8.4,38,9,Low Risk
8.7,30,7,Low Risk
8.3,36,9,Low Risk
8.7,33,2,Low Risk
8.8,32,6,Low Risk
8.7,35,4,Low Risk
8.5,32,1,Low Risk
8.7,32,1,Low Risk
8.6,33,5,Low Risk
8,37,7,Low Risk
8.7,38,6,Low Risk
8.7,33,6,Low Risk
8.6,35,1,Low Risk
8.5,38,5,Low Risk
8.7,32,2,Low Risk
8.3,36,3,Low Risk
8.3,31,10,Low Risk
8.5,35,8,Low Risk
8.4,35,8,Low Risk
8.8,34,10,Low Risk
8.1,32,4,Low Risk
8.3,33,9,Low Risk
8.1,34,8,Low Risk
8.3,39,4,Low Risk
8.4,32,0,Low Risk
8.5,36,1,Low Risk
8.1,33,3,Low Risk
8.1,31,9,Low Risk
8.5,31,5,Low Risk
8.4,38,8,Low Risk
8.6,31,9,Low Risk
8.7,31,4,Low Risk
8,34,8,Low Risk
8.7,32,7,Low Risk
8,39,6,Low Risk
8.2,33,8,Low Risk
8.5,31,7,Low Risk
8.5,38,0,Low Risk
8.6,36,5,Low Risk
8.4,32,2,Low Risk
8.7,35,1,Low Risk
8.1,37,1,Low Risk
8.2,33,0,Low Risk
8.2,39,3,Low Risk
8.7,36,4,Low Risk
8,33,4,Low Risk
8.3,31,5,Low Risk
8.2,36,1,Low Risk
8.1,31,7,Low Risk
8.1,35,8,Low Risk
8.1,33,5,Low Risk
8.6,36,5,Low Risk
8.5,33,1,Low Risk
8.3,34,10,Low Risk
8.3,33,4,Low Risk
8.5,31,6,Low Risk
8.7,35,2,Low Risk
8.7,35,7,Low Risk
8.6,36,6,Low Risk
8.2,36,1,Low Risk
8.3,35,4,Low Risk
8.4,35,8,Low Risk
8.8,35,1,Low Risk
8.1,35,0,Low Risk
8.6,37,9,Low Risk
8.7,34,0,Low Risk
8.2,35,8,Low Risk
8.3,35,2,Low Risk
8.6,33,3,Low Risk
8.8,32,1,Low Risk
8.6,35,9,Low Risk
8.4,32,1,Low Risk
8.5,32,2,Low Risk
8.7,34,8,Low Risk
8.1,31,3,Low Risk
8.3,33,6,Low Risk
8.5,38,2,Low Risk
8.5,33,2,Low Risk
8.8,32,7,Low Risk
8,39,5,Low Risk
8.1,34,7,Low Risk
8.3,38,4,Low Risk
8.3,38,4,Low Risk
8.3,36,7,Low Risk
8.5,35,7,Low Risk
8,35,8,Low Risk
8.7,30,5,Low Risk
8.1,32,4,Low Risk
8.3,37,4,Low Risk
8.5,37,9,Low Risk
8.2,34,3,Low Risk
8.6,33,5,Low Risk
8.3,36,6,Low Risk
8.7,34,2,Low Risk
8.7,33,7,Low Risk
8.6,35,5,Low Risk
8.4,31,1,Low Risk
8.7,38,3,Low Risk
8.5,31,3,Low Risk
8,31,6,Low Risk
8.6,36,5,Low Risk
8.8,37,2,Low Risk
8.1,38,8,Low Risk
8.6,37,8,Low Risk
8.7,34,4,Low Risk
8.5,34,0,Low Risk
8.4,34,1,Low Risk
8.2,31,3,Low Risk
8.8,36,2,Low Risk
8.2,32,4,Low Risk
8.6,30,1,Low Risk
8.3,34,8,Low Risk
8.5,31,5,Low Risk
8.6,38,7,Low Risk
8.6,33,6,Low Risk
8.1,31,7,Low Risk
8,33,8,Low Risk
8.5,33,4,Low Risk
8.7,31,0,Low Risk
8.6,32,7,Low Risk
8.6,36,1,Low Risk
8.1,34,4,Low Risk
8.1,32,6,Low Risk
8.5,31,2,Low Risk
8.5,38,2,Low Risk
8.4,38,5,Low Risk
8.5,34,6,Low Risk
8,34,6,Low Risk
8.3,32,2,Low Risk
8.1,31,4,Low Risk
8.3,35,5,Low Risk
8.5,34,9,Low Risk
8.6,31,5,Low Risk
8.8,34,10,Low Risk
8.1,35,9,Low Risk
8.5,34,2,Low Risk
8.4,30,0,Low Risk
8.2,38,10,Low Risk
8.6,32,6,Low Risk
8.3,31,7,Low Risk
8.4,35,6,Low Risk
8.7,33,2,Low Risk
8.2,38,3,Low Risk
8.2,39,4,Low Risk
8.5,38,8,Low Risk
8.2,38,1,Low Risk
8.5,35,2,Low Risk
8.3,36,3,Low Risk
8.6,37,8,Low Risk
8.7,32,2,Low Risk
8.3,35,7,Low Risk
8.3,34,0,Low Risk
8.1,30,1,Low Risk
8.2,35,7,Low Risk
8.6,31,7,Low Risk
8.1,35,6,Low Risk
8.7,33,5,Low Risk
8.5,32,7,Low Risk
8.3,34,6,Low Risk
8.6,32,5,Low Risk
8.5,33,9,Low Risk
8.4,34,1,Low Risk
8.5,30,8,Low Risk
8.6,35,9,Low Risk
8,35,4,Low Risk
8.7,32,6,Low Risk
8.6,36,5,Low Risk
8.4,38,0,Low Risk
8.7,32,6,Low Risk
8.5,35,7,Low Risk
8.1,37,2,Low Risk
8.6,36,4,Low Risk
8.6,32,10,Low Risk
8,34,3,Low Risk
8.4,38,4,Low Risk
8.6,31,3,Low Risk
8.3,34,4,Low Risk
8.1,34,8,Low Risk
8.1,37,7,Low Risk
8.2,38,6,Low Risk
8.2,37,0,Low Risk
8.4,31,2,Low Risk
8.2,36,8,Low Risk
8,38,3,Low Risk
8.2,38,6,Low Risk
8.2,36,8,Low Risk
8.2,37,9,Low Risk
8.3,37,4,Low Risk
8.6,38,6,Low Risk
8.7,39,7,Low Risk
8.7,38,8,Low Risk
8.4,31,9,Low Risk
8.8,32,6,Low Risk
8.8,35,8,Low Risk
8.5,37,0,Low Risk
8.6,35,6,Low Risk
8.4,31,3,Low Risk
8.1,38,6,Low Risk
8.3,36,6,Low Risk
8.7,37,8,Low Risk
8.2,34,6,Low Risk
8.7,35,1,Low Risk
8.5,31,5,Low Risk
8.4,34,4,Low Risk
8.2,34,4,Low Risk
8.4,31,8,Low Risk
8.2,31,6,Low Risk
8.1,34,9,Low Risk
8.8,33,4,Low Risk
8.3,31,6,Low Risk
8.2,36,9,Low Risk
8.5,34,6,Low Risk
8.2,36,1,Low Risk
8.2,30,8,Low Risk
8.2,34,10,Low Risk
8.3,31,10,Low Risk
8.6,32,1,Low Risk
8.3,33,4,Low Risk
8.4,34,3,Low Risk
8.7,32,4,Low Risk
8.7,37,0,Low Risk
8.1,39,6,Low Risk
8.7,34,5,Low Risk
8.7,31,2,Low Risk
8.3,35,9,Low Risk
8.3,36,7,Low Risk
8.3,36,0,Low Risk
8.3,32,2,Low Risk
8.4,33,5,Low Risk
8.4,37,9,Low Risk
8.2,33,3,Low Risk
8.3,31,5,Low Risk
8.4,30,2,Low Risk
8.4,33,3,Low Risk
8.7,34,1,Low Risk
8.3,36,1,Low Risk
8.4,31,3,Low Risk
8.4,32,1,Low Risk
8.7,37,3,Low Risk
8.3,32,2,Low Risk
8,37,3,Low Risk
8.1,36,9,Low Risk
8.8,37,7,Low Risk
8.5,31,5,Low Risk
8.3,34,6,Low Risk
8.4,31,6,Low Risk
8.3,34,10,Low Risk
8.2,37,1,Low Risk
8.2,33,3,Low Risk
8.2,31,9,Low Risk
8,38,7,Low Risk
8.4,35,2,Low Risk
8.8,31,9,Low Risk
8.3,37,0,Low Risk
8,34,8,Low Risk
8.7,34,9,Low Risk
8.5,32,9,Low Risk
8.5,33,8,Low Risk
8.5,37,1,Low Risk
8.3,34,6,Low Risk
8.3,36,4,Low Risk
8.4,38,7,Low Risk
8.8,32,5,Low Risk
8.2,37,8,Low Risk
8.1,32,9,Low Risk
8.2,31,8,Low Risk
8.4,34,2,Low Risk
8.2,38,9,Low Risk
8.6,32,7,Low Risk
8.3,33,5,Low Risk
8.5,36,6,Low Risk
8.2,34,7,Low Risk
8.4,36,1,Low Risk
8.4,33,0,Low Risk
8.4,38,8,Low Risk
8.5,33,5,Low Risk
8.5,33,10,Low Risk
8.7,36,6,Low Risk
8.4,37,7,Low Risk
8.3,33,4,Low Risk
8.5,31,0,Low Risk
8.7,33,7,Low Risk
8.4,34,0,Low Risk
8,33,9,Low Risk
8.5,32,5,Low Risk
8.1,34,3,Low Risk
8.5,38,10,Low Risk
8.2,34,3,Low Risk
8.1,33,9,Low Risk
8.4,35,3,Low Risk
8.4,36,7,Low Risk
8.4,38,4,Low Risk
8.1,35,6,Low Risk
8.6,33,3,Low Risk
8.7,33,4,Low Risk
8.5,32,3,Low Risk
8.5,31,2,Low Risk
8.1,33,8,Low Risk
8.6,36,2,Low Risk
8.7,37,3,Low Risk
8.8,34,1,Low Risk
8.3,38,3,Low Risk
8.6,31,0,Low Risk
8.7,39,6,Low Risk
8.2,36,8,Low Risk
8.2,36,9,Low Risk
8.6,38,9,Low Risk
8.1,33,6,Low Risk
8.1,33,3,Low Risk
8.2,32,4,Low Risk
8.2,34,6,Low Risk
8.5,36,8,Low Risk
8.5,37,4,Low Risk
8.6,34,4,Low Risk
8.1,38,8,Low Risk
8.2,35,9,Low Risk
8.2,35,4,Low Risk
8.6,38,0,Low Risk
8.1,37,5,Low Risk
8.2,37,3,Low Risk
8.8,37,7,Low Risk
8.6,36,3,Low Risk
8.4,34,5,Low Risk
8.8,35,4,Low Risk
8.3,31,9,Low Risk
8.5,30,5,Low Risk
8.4,33,6,Low Risk
8.4,34,7,Low Risk
8.1,31,4,Low Risk
8.4,36,3,Low Risk
8.2,31,4,Low Risk
8.2,30,7,Low Risk
8.6,39,7,Low Risk
8.3,32,1,Low Risk
8.5,39,2,Low Risk
8.6,31,10,Low Risk
8.4,36,7,Low Risk
8.2,38,7,Low Risk
8.1,36,7,Low Risk
8.2,39,5,Low Risk
8.5,30,1,Low Risk
8.1,36,5,Low Risk
8.4,32,0,Low Risk
8.1,37,1,Low Risk
8.1,37,7,Low Risk
8.3,32,2,Low Risk
8,32,6,Low Risk
8.3,39,9,Low Risk
8.1,37,9,Low Risk
8.4,32,5,Low Risk
8.5,31,8,Low Risk
8.7,37,6,Low Risk
8.7,31,2,Low Risk
8.3,37,0,Low Risk
8.6,31,5,Low Risk
8.2,38,10,Low Risk
8.6,32,5,Low Risk
8.7,35,8,Low Risk
8,31,4,Low Risk
8.4,31,6,Low Risk
8,33,8,Low Risk
8.2,39,3,Low Risk
8.1,31,2,Low Risk
8.3,34,10,Low Risk
8.3,38,7,Low Risk
8.3,35,2,Low Risk
8.2,32,10,Low Risk
8.6,33,1,Low Risk
8.7,31,1,Low Risk
8.8,35,2,Low Risk
8.3,30,3,Low Risk
8.6,36,1,Low Risk
8.1,38,1,Low Risk
8.7,38,4,Low Risk
8.5,32,7,Low Risk
8.4,38,6,Low Risk
8.5,36,2,Low Risk
8.5,34,10,Low Risk
8.4,35,2,Low Risk
8.4,38,8,Low Risk
8.8,32,7,Low Risk
8.2,38,1,Low Risk
8.5,37,3,Low Risk
8.7,33,3,Low Risk
8.4,34,10,Low Risk
8.5,35,8,Low Risk
8.4,30,10,Low Risk
8.4,33,5,Low Risk
8,30,8,Low Risk
8.2,30,0,Low Risk
8.2,35,9,Low Risk
8.4,32,2,Low Risk
8.1,38,2,Low Risk
8.8,33,8,Low Risk
8.8,37,10,Low Risk
8.7,30,0,Low Risk
8.4,33,4,Low Risk
8,30,3,Low Risk
8.1,30,0,Low Risk
8.7,32,1,Low Risk
8.6,35,2,Low Risk
8,31,6,Low Risk
8.6,34,6,Low Risk
